"fecha";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.11.2018 18:00";"23.2";"754.1";"756.3";"-0.3";"83";"Wind blowing from the east";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"20.1";"";"";"";"";"";"";
"11.11.2018 15:00";"24.2";"754.4";"756.7";"0.3";"71";"Wind blowing from the north-east";"4";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"18.6";"";"";"";"";"";"";
"11.11.2018 12:00";"25.8";"754.1";"756.4";"-0.3";"66";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"19.0";"";"";"";"";"";"";
"11.11.2018 09:00";"21.7";"754.4";"756.7";"0.3";"90";"Wind blowing from the north";"4";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"20.0";"22.1";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"20.0";"82.0";"24";"Surface of ground wet (standing water in small or large pools on surface).";"17.0";"";"";
"11.11.2018 06:00";"20.4";"754.1";"756.4";"0.9";"95";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"19.6";"";"";"";"";"";"";
"11.11.2018 03:00";"20.8";"753.2";"755.5";"1.3";"95";"Wind blowing from the east";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"19.9";"4.0";"6";"";"";"";"";
"11.11.2018 00:00";"21.6";"751.9";"754.0";"-1.0";"93";"Wind blowing from the north-west";"5";"";"";"100%.";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Thunderstorm(s) with or without precipitation.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"20.5";"";"";"";"";"";"";
"10.11.2018 21:00";"20.7";"752.9";"755.1";"0.4";"96";"Wind blowing from the north-east";"4";"";"";"90  or more, but not 100%";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"17.4";"20.7";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"9.0";"20.1";"27.0";"6";"";"";"";"";
"10.11.2018 18:00";"20.4";"752.5";"754.7";"-0.6";"98";"Wind blowing from the north-east";"4";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"200-300";"Altostratus opacus or Nimbostratus.";"";"9.0";"20.1";"";"";"";"";"";"";
"10.11.2018 15:00";"17.6";"753.1";"755.3";"-0.1";"96";"Wind blowing from the east";"4";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"200-300";"Altostratus opacus or Nimbostratus.";"";"8.0";"16.9";"49.0";"6";"";"";"";"";
"10.11.2018 12:00";"19.2";"753.2";"755.4";"-0.8";"93";"Wind blowing from the north-east";"2";"";"";"100%.";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"9.0";"18.1";"";"";"";"";"";"";
"10.11.2018 09:00";"20.3";"754.0";"756.1";"1.1";"93";"Wind blowing from the north-west";"6";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"20.2";"28.6";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"8.0";"19.2";"42.0";"24";"Surface of ground wet (standing water in small or large pools on surface).";"19.0";"";"";
"10.11.2018 06:00";"22.9";"752.9";"755.1";"0.7";"82";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"19.7";"";"";"";"";"";"";
"10.11.2018 03:00";"27.2";"752.2";"754.3";"-0.3";"58";"Wind blowing from the north-west";"3";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.2";"";"";"";"";"";"";
"10.11.2018 00:00";"27.6";"752.5";"754.6";"0.5";"67";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"20.9";"";"";"";"";"";"";
"09.11.2018 21:00";"28.2";"752.0";"754.2";"-0.8";"67";"Wind blowing from the north";"2";"";"";"70 – 80%.";" ";"";"";"26.2";"32.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.4";"";"";"";"";"";"";
"09.11.2018 18:00";"30.8";"752.8";"754.9";"-1.3";"59";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.9";"";"";"";"";"";"";
"09.11.2018 15:00";"32.4";"754.1";"756.4";"-1.8";"54";"Wind blowing from the north";"4";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"21.8";"";"";"";"";"";"";
"09.11.2018 12:00";"31.2";"755.9";"758.2";"-1.2";"57";"Wind blowing from the north";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.7";"";"";"";"";"";"";
"09.11.2018 09:00";"26.2";"757.1";"759.4";"0.6";"62";"Wind blowing from the north-west";"3";"";"";"20–30%.";" ";"";"";"21.7";"26.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"18.3";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"20.0";"";"";
"09.11.2018 06:00";"23.0";"756.5";"758.7";"0.3";"66";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"09.11.2018 03:00";"24.0";"756.2";"758.5";"0.0";"65";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"09.11.2018 00:00";"24.3";"756.2";"758.5";"-0.6";"68";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"08.11.2018 21:00";"24.1";"756.8";"759.0";"-0.2";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.4";"28.4";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"08.11.2018 18:00";"26.9";"757.0";"759.2";"-1.8";"43";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"13.3";"";"";"";"";"";"";
"08.11.2018 15:00";"27.4";"758.8";"760.9";"-2.2";"44";"Wind blowing from the north";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"14.0";"";"";"";"";"";"";
"08.11.2018 12:00";"25.0";"761.0";"763.2";"-2.3";"55";"Wind blowing from the north";"4";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"15.4";"";"";"";"";"";"";
"08.11.2018 09:00";"19.4";"763.3";"765.6";"-0.3";"73";"Wind blowing from the north-west";"4";"";"";"10%  or less, but not 0";" ";"";"";"16.5";"20.5";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.5";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"16.0";"";"";
"08.11.2018 06:00";"16.7";"763.6";"765.9";"-0.3";"73";"Wind blowing from the north";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"08.11.2018 03:00";"18.0";"763.9";"766.1";"-0.7";"64";"Wind blowing from the north";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"08.11.2018 00:00";"20.5";"764.6";"766.9";"-0.3";"58";"Wind blowing from the north-east";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"07.11.2018 21:00";"19.6";"764.9";"767.2";"-0.5";"73";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"18.8";"23.1";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"07.11.2018 18:00";"21.8";"765.4";"767.5";"-1.5";"59";"Wind blowing from the north-east";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"07.11.2018 15:00";"22.4";"766.9";"769.2";"-1.6";"49";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"11.0";"";"";"";"";"";"";
"07.11.2018 12:00";"20.8";"768.5";"770.8";"-0.3";"53";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"10.7";"";"";"";"";"";"";
"07.11.2018 09:00";"18.8";"768.8";"771.1";"1.0";"56";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"13.4";"21.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"9.9";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"12.0";"";"";
"07.11.2018 06:00";"13.8";"767.8";"770.1";"0.3";"74";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"07.11.2018 03:00";"15.7";"767.5";"769.6";"-0.1";"69";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"07.11.2018 00:00";"17.0";"767.6";"769.9";"1.8";"50";"Wind blowing from the east";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.3";"";"";"";"";"";"";
"06.11.2018 21:00";"21.7";"765.8";"768.1";"1.8";"44";"Wind blowing from the east";"4";"";"";"50%.";" ";"";"";"20.8";"26.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"8.9";"";"";"";"";"";"";
"06.11.2018 18:00";"23.8";"764.0";"766.3";"0.4";"43";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"10.4";"";"";"";"";"";"";
"06.11.2018 15:00";"25.8";"763.6";"765.7";"-0.3";"45";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"13.1";"";"";"";"";"";"";
"06.11.2018 12:00";"26.4";"763.9";"766.1";"0.3";"48";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"14.5";"";"";"";"";"";"";
